item,body,rating
Abner,Definitely a double. The alcohol flavor is produced more so than other hill farmstead beers. However the beer is truly a HF beer with the deep caramel hue and succinct crisp hoppiness that is so refined. Amazing beer but I prefer a lower alcohol beer.,4.61
Abner,"6 weeks old. Can to wine glass. 
 
Look: Pours a golden-brownish orange with a pillowy white head that dissipates rather quickly leaving a good amount of lacing. Floaters all over the place. 
 
Smell: Piney, resiny, somehow woody and slightly smoky. Also sweeter notes of melon and gummy bears. 
 
Taste: Less intense, more balanced, but all the notes which can be smelled can also be tasted. Resiny body with notes of sweet melon and burnt caramel, and something woody and smoky popping up here and there. Medium sweetness followed by an intensely bitter finish. 
 
Feel: Clean and full at the same time. Medium carbonation. Quite crushable. 
 
Overall: Very complex west coast style IIPA that combines a typical piney and woody body with different kinds of sweetness. Some unexpected notes (smoke, gummy bears) are also in the mix, but everything fits in seamlessly. I‘d definitely locate this one somewhere close to Heady Topper and Pliny the Elder. Great beer that once again demonstrates the versatility of Hill Farmstead brewing high quality stuff from different styles.",4.69
Abner,,4.5
Abner,,4.53
Abner,,4.6
Abner,"Draft at Armsby Abbey 
 
Well damn, my first Hill Farmstead beer and it’s the 35th highest rated beer on BA! I know they’re more known for their Saisons, but I’m very happy to try this 
 
Pours a hazy orange gold with 2 fingers of creamy white head that slowly fades to a cap and leaves nice lacing 
 
For the style, this isn’t super juicy in the nose. I’m picking up on aromas of the overripe melon, lemon zest, bready malt, light caramel, peppery hops, fresh grass, and grapefruit rind 
 
It’s a little more aggressive in taste but still feels more rustic than juicy and fruity. On the front end of the sip I’m tasting lemon zest, crackery malt, tangerine, overripe melon, weedy hops, and light caramel. The swallow brings notes of grapefruit zest, orange juice, bready malt, peppery hops, fresh grass, and light tangerine 
 
A medium body pairs with gentle carbonation, resulting in a zesty yet creamy beer. Finishes mostly dry and very balanced 
 
Holy shit, this is a great beer. Super unique for the style and so drinkable especially for the abv. I need more",4.48
Blessed,"2021 editiion, drank May 2022. So sweet, even the small bottle was a lot to drink solo. Ten Years was much more balanced.",4.63
Blessed,,4.93
Blessed,,4.75
Blessed,,4.75
Blessed,"Pours squid ink black and settles in the glass like a black velvet cloak, stopping all light, sitting under a sudsy dark tan head that dissipates quickly, as expected with a beer of this gravity. Absolutely gorgeous imperial stout. 
 
I don’t know if the nose of a beer can be decadent, but this beer’s nose is, with rich cocoa and vanilla notes up front, some dark cherries, and a sledgehammer of oak and barrel notes. 
 
The taste is led by the vanilla and cocoa notes, and they are rich and chewy, moving into the dark cherry flavors to cut the sweetness a bit, and then finishing with the oak and a welcome boozy warming from the three bourbon barrels featured in this beer. 
 
The mouthfeel is as rich and decadent as a gooey bourbon soaked brownie sitting in a dip of vanilla ice cream. I can’t imagine a more perfect rendering of a BA imperial stout.",4.85
Blessed,"If Woodford Reserve, Willet and Heavenly Hill were to get together and make a beery baby, they would be so blessed to have this stout. Slumbering away for extended aging these three barrels give Anchorage Brewing a love child that can compete with the best. 
 
Jet black and pouring like inky tar, Blessed pours with a luscious, ominous and velvety pour. While shy on froth the overwhelming scent of molasses, chocolate, whisky, oak, coconut and cream align with stronger scents of coffee and campfire. Once on the tongue, the immense sweetness of molasses, brown sugar and fudge carry and nearly brownie-batter taste with those sweeter bourbon barrels playing a maple and coconut sweetness. 
 
As the sweeter flavors swirl on the tastebuds, notions of mound and almond joy pop off of the middle palate while the malts remain juicy and plush. Trailing into a smooth espresso, cappuccino character, the late taste brings out all of those coconut, toasted oak, vanilla, cherry and savory smoke to have the session trending warm, sultry and savory set of pleasantries. 
 
Full bodied, pillowy and fortified with nearly port-like proportions, the stout is simply magical. It pushes the boundaries in what is a fully malted imperial stout before pushing into the pastry realm. The warmth of whisky is soothed with caramel malts, vanilla and coconut and balances the sheer malts with utter ease.",4.83
Blessed,Top tier.,5
Blessed,05/20/23 bottle @ Mimi’s house AVL,5
Blessed,,5
Blessed,"2022 bottle, thick like motor oil, black, sweet, boozy, opaque, chocolate, dark fruits. Minimal carbonation that is appropriate for the style. Smooth barrel.",4.54
Blessed,"2022 Vintage. Blessed is an excellent beer that has a rich, full-bodied taste of dark chocolate and vanilla / marshmallow. Nice thick viscosity and mouthfeel, with a strong chocolate aroma, and easy to drink and enjoy. One of the better beers I've had from Anchorage. I think it's a little overrated on this list, but that's not really a slight - probably more preference than anything. I fail to see how anyone could be disappointed with a pour of Blessed.",4.65
Blessed,,4.61
Blessed,,5
Blessed,,5
Blessed,,4.75
Blessed,,4.47
Blessed,Brilliant,4.78
Blessed,,4.83
Blessed,"Blessed American Imperial Stout by Anchorage Brewing Company is a well-regarded stout that is highly sought after by craft beer lovers. This beer is brewed with a combination of malts, hops, and yeast to produce a full-bodied, rich, and flavorful beer that is perfect for those looking for a beer that is big on flavor and aroma. 
 
Appearance: Blessed has a deep, dark, almost black color that is consistent throughout the entire pour. The beer is slightly opaque and has a creamy, light brown head that clings to the sides of the glass. This stout has a thick, full body that is easy to drink and is perfect for those who like a rich, full-bodied beer. 
 
Aroma: Blessed has a rich, complex aroma that is full of dark chocolate, roasted malt, and coffee notes. The beer has a slightly sweet, slightly bitter aroma that is perfectly balanced and is sure to please those who love dark, roasty beers. The aroma of this beer is so strong and enticing that it is sure to make you want to take a sip. 
 
Taste: Blessed has a rich, bold taste that is full of dark chocolate, coffee, and roasted malt notes. The beer is slightly sweet, slightly bitter, and has a slightly creamy mouthfeel that makes it easy to drink. This beer is smooth, full-bodied, and has a great balance of flavor that is sure to please those who love dark, roasty beers. 
 
Mouthfeel: Blessed has a rich, creamy mouthfeel that coats the palate and lingers for a long time. The beer is smooth and silky, with a light carbonation that adds a pleasant sparkle to the beer. The mouthfeel is well-balanced, with a perfect combination of creaminess and carbonation. 
 
Overall: Blessed is a truly excellent beer that is sure to please even the most discerning beer lover. This beer has a rich, full-bodied taste that is perfectly balanced and is full of dark chocolate, coffee, and roasted malt notes. The aroma of this beer is so strong and enticing that it is sure to make you want to take a sip, and the creamy mouthfeel makes it easy to drink. If you are a fan of dark, roasty beers, then you simply must try Blessed.",5
Blessed,,4.81
Pliny The Elder,"L - light yellow golden with a ton of clarity, a white head that dissipates quickly leaving behind a thin cap and a good amount of lacing  
S - Bright, floral piney hops along with notes of citrus zest 
T - Follows the nose: bright, fresh, floral, pine, slightly bitter hops up front and throughout intermixed well with notes of citrus - candied grapefruit, orange zest - cracker malt, a little bit of honey, grass notes  
F - light to medium bodied with moderate carbonation - bright, fresh, crispy - very clean  
O - one of the benchmarks for the West Coast IPA style. Incredibly well balanced and easy to drink. Glad to have finally gotten my hands on it",4.68
Pliny The Elder,Solid.,4.23
Pliny The Elder,,4.29
Pliny The Elder,,4.94
Pliny The Elder,"Served in an imperial nonic pint glass 
 
This beer pours a golden hue and is topped with a couple inches of off-white head that leaves nice lacing. 
 
It has a real nice fruity citrus aroma. I get a little pine.  
 
Nice balance of citrus and pine flavors. A little bit of lingering resin in the finish 
 
Very good IIPA. It's one of the pioneers. As with all trailblazers newer and better beers come along. I live in Ohio and am very happy that I can drink Hop Juju. Someday it, too, will be a trailblazer in the rear-view mirror of my lifelong beer trek.",4.25
Pliny The Elder,,5
Pliny The Elder,,4.75
Pliny The Elder,,4.5
Pliny The Elder,,4.35
Pliny The Elder,Pliny is really difficult to find in Southern Cal but I finally tried one for the first time at the Russian River brew pub in Santa Rosa. It was on tap so super fresh. I think it is probably the most well balanced DIPA I ever tried. I now understand the hype!,5
Pliny The Elder,,4.62
Pliny The Elder,,4.67
Pliny The Elder,,4.9
Pliny The Elder,"An excellent brew. Without taking anything away from Pliny, I prefer Heady Topper & Sip of Sunshine.",4.62
Pliny The Elder,,4.68
Pliny The Elder,,4.63
Pliny The Elder,,5
Pliny The Elder,"My first Pliny. 2 week old bottle, so quite fresh. Extremely well dialed in, almost leaves a piney resin on your lips and tongue.",4.44
Pliny The Elder,,5
Pliny The Elder,,3.5
It Was All A Dream,,4.5
It Was All A Dream,,4.69
It Was All A Dream,,4.68
It Was All A Dream,,4.64
It Was All A Dream,,4.39
It Was All A Dream,,4.53
It Was All A Dream,,4.63
It Was All A Dream,,4.66
It Was All A Dream,,4.75
It Was All A Dream,,4.71
It Was All A Dream,,4.68
It Was All A Dream,,4.75
It Was All A Dream,,4.76
It Was All A Dream,,4.75
It Was All A Dream,,4.75
It Was All A Dream,,4.44
It Was All A Dream,,4.25
It Was All A Dream,"Pours very dark with minimal head, has occasional coconut floaters. Aroma is metallic coconut, boozy bourbon barrel, chocolate. Flavor is dark chocolate, loads of coconut, sweet vanilla, boozy middle, gentle coffee finish accompanied by a pervasive sweet maple flavor. Very thick texture, light carbonation adds to a creaminess. Overall a delicious BA adjunct stout. 
 
6/14/22 
Bomber from 2022 Wakefest 
4.5 rating",4.37
It Was All A Dream,,4.55
It Was All A Dream,,4.75
Samuel Adams Old Fezziwig Ale,,3.83
Samuel Adams Old Fezziwig Ale,"Clear copper body with an average size beige head and good lacing. Sweetness pokes through in the aroma along with the seasonal spices. Caramel and dark fruit compete for attention. Malt dominated taste. Sweet but not cloying. Molasses, dark fruit, orange peel and cinnamon all contribute with a hint of walnuts in the background. Medium-to-full bodied, moderately carbonated mouthfeel that lead to a lingering finish.",3.92
Samuel Adams Old Fezziwig Ale,,3.92
Samuel Adams Old Fezziwig Ale,"Poured from a 12 oz. bottle into a a 12 oz. glass. Nice amber color with a light brown short head that dissipates rather quickly leaving some nice lacing. I really don't get a lot smell from this beer, but the flavor is rather complex and good to me. Immediately I get carbonation with a mouth full then a toasted caramel finishing with nutmeg spice. Overall very drinkable.",3.86
Samuel Adams Old Fezziwig Ale,"Look: Dark amber with a fluffy, tan head. 
 
Smell: Malt and spice. Reminds me of a candle shop. 
 
Taste: A hit of carbonation up front. Gentle malt that quickly fades into spice. Finishes with spicy orange peel. 
 
Feel: Maybe a little heavy on the carbonation. 
 
Overall: Not my favorite spiced brew from the Beers for Cheers variety pack.",3.19
Samuel Adams Old Fezziwig Ale,Poured from a 12 oz bottle pulled from the holiday mix pack; no birth date. Pours amber red with little to no foam head. Slight taste of cinammon and other spices; decent coupling of malt on the back. A bit thin.,3.69
